,OBJECTID,SEQ_ID,DRIVER_ID,DEVICE_ID,INVOKE_CODE,STATUS,HEADING,GPS_STATUS,LOCATION_MESSAGE,MAP_HEADING,PVT_TYPE,VEHICLE_LABEL,SPEED,DIRECTION,STOP_DURATION,LONGITUDE,LATITUDE,LOCATION_TIME,LOCAL_TIME,DATE,BUILDING_NUMBER,STREET,CITY,STATE_ID,ZIP,CROSS_STREET,COUNTRY,LOCATION
137880,5347461,63419903,NCID,440175,8,0,306,0,MB2286-H08221 02/07/2015 12:38:38 AM EST 23 mph,29.8,MOVING UPDATE,MB2286-H08221,23.612,NW,0,-71.08121667,42.33303361,2015-02-07 05:38:36.0000000,2015-02-07 00:38:36.0000000,02/07/15,NA,00:38:36.00,BOSTON,MA,2119,WASHINGTON ST,US,5347486
137881,5347462,63419904,NCID,426375,8,0,54,0,SNOW353 02/07/2015 12:37:31 AM EST 26 mph,8.2,MOVING UPDATE,SNOW353,26.719,NE,0,-71.07131278,42.31059194,2015-02-07 05:37:31.0000000,2015-02-07 00:37:31.0000000,02/07/15,357,00:37:31.00,BOSTON,MA,2125,HAMILTON ST,US,5347487
137882,5347463,63419905,NCID,426437,8,0,255,0,SNOW384 02/07/2015 12:35:25 AM EST 19 mph,30.7,MOVING UPDATE,SNOW384,19.884,W,0,-71.05515,42.32144944,2015-02-07 05:35:25.0000000,2015-02-07 00:35:25.0000000,02/07/15,872,00:35:25.00,BOSTON,MA,2125,RAMP-,US,5347488
137883,5347466,63419908,NCID,426375,8,0,21,0,SNOW353 02/07/2015 12:38:38 AM EST 22 mph,8.1,MOVING UPDATE,SNOW353,22.369,N,0,-71.06790111,42.31352611,2015-02-07 05:38:38.0000000,2015-02-07 00:38:38.0000000,02/07/15,461,00:38:38.00,BOSTON,MA,2125,SAYWARD ST,US,5347491
137884,5347468,63419910,NCID,426437,8,0,298,0,SNOW384 02/07/2015 12:36:30 AM EST 13 mph,30.8,MOVING UPDATE,SNOW384,13.049,NW,0,-71.0609275,42.32028528,2015-02-07 05:36:30.0000000,2015-02-07 00:36:30.0000000,02/07/15,712,00:36:30.00,BOSTON,MA,2125,E COTTAGE ST,US,5347493
137885,5347469,63419911,NCID,426307,8,0,330,0,SNOW319 02/07/2015 12:34:32 AM EST 28 mph,29.8,MOVING UPDATE,SNOW319,28.583,NW,0,-71.06045528,42.36987944,2015-02-07 05:34:32.0000000,2015-02-07 00:34:32.0000000,02/07/15,NA,00:34:32.00,BOSTON,MA,2129,NEW RUTHERFORD AVE,US,5347494
137886,5347470,63419912,NCID,319037,2,0,162,0,MB3066-H12307 02/07/2015 12:39:24 AM EST 0 mph,5.5,STOP,MB3066-H12307,0,S,0,-71.0589075,42.29800639,2015-02-07 05:39:23.0000000,2015-02-07 00:39:23.0000000,02/07/15,NA,00:39:23.00,BOSTON,MA,2122,,US,5347495
137887,5347473,63419915,NCID,426443,8,0,189,0,SNOW387 02/07/2015 12:34:43 AM EST 1 mph,7.5,MOVING UPDATE,SNOW387,1.864,S,0,-71.08683194,42.29891889,2015-02-07 05:34:43.0000000,2015-02-07 00:34:43.0000000,02/07/15,757,00:34:43.00,BOSTON,MA,2121,WALES ST,US,5347498
137888,5347480,63419933,NCID,319073,8,0,34,0,MB3043-H12209 02/07/2015 12:39:43 AM EST 14 mph,5.2,MOVING UPDATE,MB3043-H12209,14.292,NE,0,-71.03970417,42.36933083,2015-02-07 05:39:42.0000000,2015-02-07 00:39:42.0000000,02/07/15,12,00:39:42.00,BOSTON,MA,2128,HENRY ST,US,5347505
137889,5347484,63419942,NCID,426443,8,0,36,0,SNOW387 02/07/2015 12:38:54 AM EST 6 mph,7.2,MOVING UPDATE,SNOW387,6.214,NE,0,-71.0933875,42.29433222,2015-02-07 05:38:54.0000000,2015-02-07 00:38:54.0000000,02/07/15,180,00:38:54.00,BOSTON,MA,2124,AUSTIN ST,US,5347509
137890,5347485,63419943,NCID,440179,2,0,382,0,MB1980-H99319 02/07/2015 12:39:43 AM EST 0 mph,30,STOP,MB1980-H99319,0,N,0,-71.01051861,42.385495,2015-02-07 05:39:43.0000000,2015-02-07 00:39:43.0000000,02/07/15,12,00:39:43.00,BOSTON,MA,2128,BENNINGTON ST,US,5347510
137891,5347486,63419944,NCID,440145,8,0,342,0,MB1177-H02301 02/07/2015 12:39:47 AM EST 19 mph,11.1,MOVING UPDATE,MB1177-H02301,19.263,N,0,-71.05743889,42.3612875,2015-02-07 05:39:47.0000000,2015-02-07 00:39:47.0000000,02/07/15,NA,00:39:47.00,BOSTON,MA,2114,HANOVER ST,US,5347511
137892,5347490,63419951,NCID,440233,8,0,268,0,MB2147-H08205 02/07/2015 12:39:24 AM EST 19 mph,5.7,MOVING UPDATE,MB2147-H08205,19.884,W,0,-71.04640194,42.33133694,2015-02-07 05:39:24.0000000,2015-02-07 00:39:24.0000000,02/07/15,368,00:39:24.00,BOSTON,MA,2127,COVINGTON ST,US,5347515
137893,5347494,63419964,NCID,426321,8,0,258,0,SNOW326 02/07/2015 12:36:55 AM EST 11 mph,5.7,MOVING UPDATE,SNOW326,11.185,W,0,-71.10704528,42.32260806,2015-02-07 05:36:55.0000000,2015-02-07 00:36:55.0000000,02/07/15,355,00:36:55.00,BOSTON,MA,2130,WYMAN ST,US,5347519
137894,5347495,63419968,NCID,426321,8,0,207,0,SNOW326 02/07/2015 12:38:00 AM EST 17 mph,5.6,MOVING UPDATE,SNOW326,17.398,SW,0,-71.11047333,42.32115417,2015-02-07 05:38:00.0000000,2015-02-07 00:38:00.0000000,02/07/15,413,00:38:00.00,BOSTON,MA,2130,BARBARA ST,US,5347520
137895,5347496,63419974,NCID,319097,8,0,249,0,MB2184-H11201 02/07/2015 12:40:17 AM EST 6 mph,5.7,MOVING UPDATE,MB2184-H11201,6.835,W,0,-71.07220056,42.35554167,2015-02-07 05:40:15.0000000,2015-02-07 00:40:15.0000000,02/07/15,93,00:40:15.00,BOSTON,MA,2108,BEAVER ST,US,5347521
137896,5347497,63419975,NCID,426057,8,0,207,0,SNOW194 02/07/2015 12:36:07 AM EST 19 mph,15.6,MOVING UPDATE,SNOW194,19.884,SW,0,-71.06069667,42.32310694,2015-02-07 05:36:07.0000000,2015-02-07 00:36:07.0000000,02/07/15,195,00:36:07.00,BOSTON,MA,2125,MT VERNON ST,US,5347522
137897,5347498,63419978,NCID,426323,2,0,382,0,SNOW327 02/07/2015 12:36:06 AM EST 0 mph,15,STOP,SNOW327,0,N,0,-71.11842333,42.27974639,2015-02-07 05:36:06.0000000,2015-02-07 00:36:06.0000000,02/07/15,290,00:36:06.00,BOSTON,MA,2131,HYDE PARK AVE,US,5347523
137898,5347499,63419979,NCID,440783,8,0,93,0,MB1933-H08222 02/07/2015 12:41:02 AM EST 5 mph,18.3,MOVING UPDATE,MB1933-H08222,5.592,E,0,-71.15427917,42.34761556,2015-02-07 05:41:02.0000000,2015-02-07 00:41:02.0000000,02/07/15,54,00:41:02.00,BOSTON,MA,2135,CHESTNUT HILL AVE,US,5347524
137899,5347500,63419980,NCID,464609,8,0,216,0,MB791-H14302 02/07/2015 12:40:05 AM EST 6 mph,2.6,MOVING UPDATE,MB791-H14302,6.835,SW,0,-71.10694556,42.30707861,2015-02-07 05:40:05.0000000,2015-02-07 00:40:05.0000000,02/07/15,3467,00:40:05.00,BOSTON,MA,2130,GARTLAND ST,US,5347525
137900,5347501,63419981,NCID,464609,8,0,42,0,MB791-H14302 02/07/2015 12:41:05 AM EST 8 mph,2.2,MOVING UPDATE,MB791-H14302,8.078,NE,0,-71.10726306,42.30679611,2015-02-07 05:41:05.0000000,2015-02-07 00:41:05.0000000,02/07/15,3477,00:41:05.00,BOSTON,MA,2130,GARTLAND ST,US,5347526
137901,5347502,63419982,NCID,426057,2,0,382,0,SNOW194 02/07/2015 12:40:22 AM EST 0 mph,15,STOP,SNOW194,0,N,0,-71.07191917,42.32074667,2015-02-07 05:40:22.0000000,2015-02-07 00:40:22.0000000,02/07/15,197,00:40:22.00,BOSTON,MA,2125,DUDLEY ST,US,5347527
137902,5347505,63419994,NCID,426321,8,0,205,0,SNOW326 02/07/2015 12:39:10 AM EST 19 mph,5.6,MOVING UPDATE,SNOW326,19.884,SW,0,-71.11220583,42.31882083,2015-02-07 05:39:10.0000000,2015-02-07 00:39:10.0000000,02/07/15,483,00:39:10.00,BOSTON,MA,2130,PERSHING RD,US,5347530
137903,5347507,63419996,NCID,426399,8,0,87,0,SNOW365 02/07/2015 12:36:05 AM EST 24 mph,28.3,MOVING UPDATE,SNOW365,24.233,E,0,-71.0352425,42.34463444,2015-02-07 05:36:05.0000000,2015-02-07 00:36:05.0000000,02/07/15,9,00:36:05.00,BOSTON,MA,2210,DESIGN CENTER PL,US,5347532
137904,5347509,63419998,NCID,426323,8,0,306,0,SNOW327 02/07/2015 12:34:16 AM EST 13 mph,15.8,MOVING UPDATE,SNOW327,13.049,NW,0,-71.11691028,42.279135,2015-02-07 05:34:16.0000000,2015-02-07 00:34:16.0000000,02/07/15,NA,00:34:16.00,BOSTON,MA,2131,AMERICAN LEGION HWY,US,5347534
137905,5347512,63420001,NCID,426323,5,0,316,0,SNOW327 02/07/2015 12:36:46 AM EST 11 mph,15.8,MOVING CONFIRMATION,SNOW327,11.185,NW,0,-71.12144333,42.28114111,2015-02-07 05:36:46.0000000,2015-02-07 00:36:46.0000000,02/07/15,221,00:36:46.00,BOSTON,MA,2131,ADA ST,US,5347537
137906,5347515,63420004,NCID,426323,8,0,267,0,SNOW327 02/07/2015 12:40:01 AM EST 26 mph,15.7,MOVING UPDATE,SNOW327,26.719,W,0,-71.13989694,42.28611417,2015-02-07 05:40:01.0000000,2015-02-07 00:40:01.0000000,02/07/15,222,00:40:01.00,BOSTON,MA,2131,COLBERG AVE,US,5347540
137907,5347517,63420011,NCID,319069,8,0,162,0,MB335-H12231 02/07/2015 12:40:57 AM EST 26 mph,5.5,MOVING UPDATE,MB335-H12231,26.719,S,0,-71.06488611,42.2869075,2015-02-07 05:40:57.0000000,2015-02-07 00:40:57.0000000,02/07/15,535,00:40:57.00,BOSTON,MA,2124,DORCHESTER AVE,US,5347542
137908,5347518,63420012,NCID,318977,8,0,306,0,MB961-H13310 02/07/2015 12:40:34 AM EST 13 mph,5.8,MOVING UPDATE,MB961-H13310,13.049,NW,0,-71.12699667,42.2857775,2015-02-07 05:40:33.0000000,2015-02-07 00:40:33.0000000,02/07/15,32,00:40:33.00,BOSTON,MA,2131,LINDALL ST,US,5347543
137909,5347519,63420013,NCID,426317,8,0,201,0,SNOW324 02/07/2015 12:40:52 AM EST 28 mph,28.5,MOVING UPDATE,SNOW324,28.583,S,0,-71.11365417,42.3166375,2015-02-07 05:40:52.0000000,2015-02-07 00:40:52.0000000,02/07/15,555,00:40:52.00,BOSTON,MA,2130,BEAUFORT RD,US,5347544
137910,5347520,63420015,NCID,426305,8,0,310,0,SNOW318 02/07/2015 12:37:57 AM EST 24 mph,4.8,MOVING UPDATE,SNOW318,24.233,NW,0,-71.12665222,42.28559361,2015-02-07 05:37:57.0000000,2015-02-07 00:37:57.0000000,02/07/15,40,00:37:57.00,BOSTON,MA,2131,LINDALL ST,US,5347545
137911,5347521,63420016,NCID,426313,8,0,312,0,SNOW322 02/07/2015 12:37:40 AM EST 26 mph,1.8,MOVING UPDATE,SNOW322,26.719,NW,0,-71.12635194,42.28537361,2015-02-07 05:37:40.0000000,2015-02-07 00:37:40.0000000,02/07/15,48,00:37:40.00,BOSTON,MA,2131,LINDALL ST,US,5347546
137912,5347523,63420018,NCID,319045,8,0,318,0,MB2274-H12206 02/07/2015 12:41:14 AM EST 6 mph,5.8,MOVING UPDATE,MB2274-H12206,6.835,NW,0,-71.16215222,42.29303889,2015-02-07 05:41:13.0000000,2015-02-07 00:41:13.0000000,02/07/15,315,00:41:13.00,BOSTON,MA,2132,MAPLE ST,US,5347548
137913,5347524,63420022,NCID,440233,8,0,228,0,MB2147-H08205 02/07/2015 12:40:24 AM EST 16 mph,5.6,MOVING UPDATE,MB2147-H08205,16.156,SW,0,-71.05119389,42.3326725,2015-02-07 05:40:24.0000000,2015-02-07 00:40:24.0000000,02/07/15,240,00:40:24.00,BOSTON,MA,2127,E 8TH ST,US,5347549
137914,5347526,63420024,NCID,426323,8,0,310,0,SNOW327 02/07/2015 12:37:51 AM EST 24 mph,15.8,MOVING UPDATE,SNOW327,24.233,NW,0,-71.12643778,42.28537361,2015-02-07 05:37:51.0000000,2015-02-07 00:37:51.0000000,02/07/15,48,00:37:51.00,BOSTON,MA,2131,LINDALL ST,US,5347551
137915,5347530,63420028,NCID,319029,38,2,382,0,MB1132-H12216 02/06/2015 11:50:39 PM EST Stop: 0H:50M,5,OTHER,MB1132-H12216,0,,3040,-71.15385306,42.28679944,2015-02-07 05:41:20.0000000,2015-02-07 00:41:20.0000000,02/07/15,1833,00:41:20.00,BOSTON,MA,2132,MAPLE ST,US,5347555
137916,5347533,63420031,NCID,426305,8,0,267,0,SNOW318 02/07/2015 12:40:07 AM EST 26 mph,4.7,MOVING UPDATE,SNOW318,26.719,W,0,-71.14057833,42.28621583,2015-02-07 05:40:07.0000000,2015-02-07 00:40:07.0000000,02/07/15,233,00:40:07.00,BOSTON,MA,2131,COLBERG AVE,US,5347558
137917,5347534,63420032,NCID,319047,8,0,352,0,MB2769-H11202 02/07/2015 12:40:39 AM EST 5 mph,5.1,MOVING UPDATE,MB2769-H11202,5.592,N,0,-71.11394944,42.32064556,2015-02-07 05:40:38.0000000,2015-02-07 00:40:38.0000000,02/07/15,20,00:40:38.00,BOSTON,MA,2130,HALIFAX ST,US,5347559
137918,5347535,63420033,NCID,426313,8,0,265,0,SNOW322 02/07/2015 12:39:50 AM EST 26 mph,1.7,MOVING UPDATE,SNOW322,26.719,W,0,-71.13958583,42.2861675,2015-02-07 05:39:50.0000000,2015-02-07 00:39:50.0000000,02/07/15,210,00:39:50.00,BOSTON,MA,2131,ALDRICH ST,US,5347560
137919,5347536,63420034,NCID,426433,5,0,253,0,SNOW382 02/07/2015 12:36:24 AM EST 15 mph,15.7,MOVING CONFIRMATION,SNOW382,15.534,W,0,-71.08991667,42.2975725,2015-02-07 05:36:24.0000000,2015-02-07 00:36:24.0000000,02/07/15,57,00:36:24.00,BOSTON,MA,2124,ANGELL ST,US,5347561
137920,5347537,63420040,NCID,426323,8,0,267,0,SNOW327 02/07/2015 12:41:11 AM EST 8 mph,15.7,MOVING UPDATE,SNOW327,8.699,W,0,-71.14784167,42.28601194,2015-02-07 05:41:11.0000000,2015-02-07 00:41:11.0000000,02/07/15,401,00:41:11.00,BOSTON,MA,2132,W ROXBURY PKWY,US,5347562
137921,5347539,63420042,NCID,426317,8,0,267,0,SNOW324 02/07/2015 12:36:26 AM EST 13 mph,28.7,MOVING UPDATE,SNOW324,13.049,W,0,-71.10310778,42.32293,2015-02-07 05:36:26.0000000,2015-02-07 00:36:26.0000000,02/07/15,302,00:36:26.00,BOSTON,MA,2130,ESTRELLA ST,US,5347564
137922,5347540,63420043,NCID,426305,8,0,289,0,SNOW318 02/07/2015 12:34:36 AM EST 1 mph,4.7,MOVING UPDATE,SNOW318,1.864,W,0,-71.11779556,42.27946194,2015-02-07 05:34:36.0000000,2015-02-07 00:34:36.0000000,02/07/15,307,00:34:36.00,BOSTON,MA,2131,HARDING RD,US,5347565
137923,5347542,63420045,NCID,426305,2,0,382,0,SNOW318 02/07/2015 12:35:56 AM EST 0 mph,4,STOP,SNOW318,0,N,0,-71.11818722,42.2796925,2015-02-07 05:35:56.0000000,2015-02-07 00:35:56.0000000,02/07/15,294,00:35:56.00,BOSTON,MA,2131,HARDING RD,US,5347567
137924,5347543,63420046,NCID,426317,8,0,259,0,SNOW324 02/07/2015 12:37:31 AM EST 17 mph,28.7,MOVING UPDATE,SNOW324,17.398,W,0,-71.10640694,42.32257056,2015-02-07 05:37:31.0000000,2015-02-07 00:37:31.0000000,02/07/15,340,00:37:31.00,BOSTON,MA,2130,WESTERLY ST,US,5347568
137925,5347544,63420047,NCID,426433,8,0,210,0,SNOW382 02/07/2015 12:37:29 AM EST 15 mph,15.6,MOVING UPDATE,SNOW382,15.534,SW,0,-71.09296917,42.29508306,2015-02-07 05:37:29.0000000,2015-02-07 00:37:29.0000000,02/07/15,173,00:37:29.00,BOSTON,MA,2124,AUSTIN ST,US,5347569
137926,5347545,63420048,NCID,426313,8,0,268,0,SNOW322 02/07/2015 12:41:00 AM EST 6 mph,1.7,MOVING UPDATE,SNOW322,6.214,W,0,-71.1478525,42.28603333,2015-02-07 05:41:00.0000000,2015-02-07 00:41:00.0000000,02/07/15,401,00:41:00.00,BOSTON,MA,2132,W ROXBURY PKWY,US,5347570
137927,5347546,63420052,NCID,426433,8,0,30,0,SNOW382 02/07/2015 12:38:39 AM EST 11 mph,15.2,MOVING UPDATE,SNOW382,11.185,NE,0,-71.09339833,42.29435361,2015-02-07 05:38:39.0000000,2015-02-07 00:38:39.0000000,02/07/15,180,00:38:39.00,BOSTON,MA,2124,AUSTIN ST,US,5347571
137928,5347548,63420054,NCID,426433,2,0,382,0,SNOW382 02/07/2015 12:40:50 AM EST 0 mph,15,STOP,SNOW382,0,N,0,-71.09185333,42.29614528,2015-02-07 05:40:50.0000000,2015-02-07 00:40:50.0000000,02/07/15,114,00:40:50.00,BOSTON,MA,2124,FRANKLIN HILL AVE,US,5347573
137929,5347569,63420083,NCID,426225,8,0,195,0,SNOW278 02/07/2015 12:38:16 AM EST 37 mph,6.5,MOVING UPDATE,SNOW278,37.904,S,0,-71.18105278,42.23098917,2015-02-07 05:38:16.0000000,2015-02-07 00:38:16.0000000,02/07/15,NA,00:38:16.00,DEDHAM,MA,2026,BOSTON PROVIDENCE PIKE,US,5347594
137930,5347571,63420085,NCID,426435,5,0,192,0,SNOW383 02/07/2015 12:37:12 AM EST 4 mph,24.5,MOVING CONFIRMATION,SNOW383,4.35,S,0,-71.08747056,42.296655,2015-02-07 05:37:12.0000000,2015-02-07 00:37:12.0000000,02/07/15,835,00:37:12.00,BOSTON,MA,2124,CALDER ST,US,5347596
137931,5347572,63420090,NCID,319073,8,0,37,0,MB3043-H12209 02/07/2015 12:41:43 AM EST 41 mph,5.2,MOVING UPDATE,MB3043-H12209,41.01,NE,0,-71.03041778,42.37473278,2015-02-07 05:41:42.0000000,2015-02-07 00:41:42.0000000,02/07/15,NA,00:41:42.00,BOSTON,MA,2128,RAMP-,US,5347597
137932,5347574,63420092,NCID,426225,8,0,115,0,SNOW278 02/07/2015 12:40:26 AM EST 55 mph,6.4,MOVING UPDATE,SNOW278,55.923,SE,0,-71.16619861,42.22130111,2015-02-07 05:40:26.0000000,2015-02-07 00:40:26.0000000,02/07/15,NA,00:40:26.00,WESTWOOD,MA,2090,I-95,US,5347599
137933,5347575,63420093,NCID,426435,8,0,12,0,SNOW383 02/07/2015 12:39:28 AM EST 1 mph,24.1,MOVING UPDATE,SNOW383,1.864,N,0,-71.09219667,42.29597361,2015-02-07 05:39:28.0000000,2015-02-07 00:39:28.0000000,02/07/15,122,00:39:28.00,BOSTON,MA,2124,FRANKLIN HILL AVE,US,5347600
137934,5347576,63420094,NCID,440233,8,0,334,0,MB2147-H08205 02/07/2015 12:41:24 AM EST 26 mph,5.8,MOVING UPDATE,MB2147-H08205,26.719,NW,0,-71.0553175,42.33526444,2015-02-07 05:41:24.0000000,2015-02-07 00:41:24.0000000,02/07/15,128,00:41:24.00,BOSTON,MA,2127,D ST,US,5347601
137935,5347581,63420100,NCID,426225,8,0,196,0,SNOW278 02/07/2015 12:37:11 AM EST 31 mph,6.5,MOVING UPDATE,SNOW278,31.069,S,0,-71.17812389,42.23849944,2015-02-07 05:37:11.0000000,2015-02-07 00:37:11.0000000,02/07/15,765,00:37:11.00,DEDHAM,MA,2026,LEGACY BLVD,US,5347606
137936,5347582,63420101,NCID,319097,8,0,4,0,MB2184-H11201 02/07/2015 12:41:17 AM EST 34 mph,5.1,MOVING UPDATE,MB2184-H11201,34.175,N,0,-71.07228,42.35900222,2015-02-07 05:41:15.0000000,2015-02-07 00:41:15.0000000,02/07/15,NA,00:41:15.00,BOSTON,MA,2114,PINCKNEY ST,US,5347607
137937,5347587,63420106,NCID,426225,8,0,132,0,SNOW278 02/07/2015 12:39:21 AM EST 35 mph,6.4,MOVING UPDATE,SNOW278,35.418,SE,0,-71.18235111,42.22861278,2015-02-07 05:39:21.0000000,2015-02-07 00:39:21.0000000,02/07/15,NA,00:39:21.00,DEDHAM,MA,2026,I-95,US,5347612
137938,5347588,63420109,NCID,426225,8,0,126,0,SNOW278 02/07/2015 12:41:36 AM EST 64 mph,6.4,MOVING UPDATE,SNOW278,64.623,SE,0,-71.14684361,42.21122139,2015-02-07 05:41:36.0000000,2015-02-07 00:41:36.0000000,02/07/15,NA,00:41:36.00,DEDHAM,MA,2026,RAMP-,US,5347613
137939,5347589,63420110,NCID,426435,2,0,382,0,SNOW383 02/07/2015 12:40:48 AM EST 0 mph,24,STOP,SNOW383,0,N,0,-71.09205167,42.29612917,2015-02-07 05:40:48.0000000,2015-02-07 00:40:48.0000000,02/07/15,116,00:40:48.00,BOSTON,MA,2124,FRANKLIN HILL AVE,US,5347614
137940,5347590,63420111,NCID,440237,8,0,316,0,MB2148-H08206 02/07/2015 12:41:36 AM EST 15 mph,28.8,MOVING UPDATE,MB2148-H08206,15.534,NW,0,-71.1765725,42.28008,2015-02-07 05:41:36.0000000,2015-02-07 00:41:36.0000000,02/07/15,361,00:41:36.00,BOSTON,MA,2132,RIVERMOOR ST,US,5347615
137941,5347591,63420112,NCID,319069,8,0,13,0,MB335-H12231 02/07/2015 12:41:57 AM EST 9 mph,5.1,MOVING UPDATE,MB335-H12231,9.942,N,0,-71.06392167,42.287325,2015-02-07 05:41:57.0000000,2015-02-07 00:41:57.0000000,02/07/15,1861,00:41:57.00,BOSTON,MA,2124,WRENTHAM ST,US,5347616
137942,5347593,63420114,NCID,456225,8,0,96,0,MB90-H14316 02/07/2015 12:42:10 AM EST 6 mph,9.3,MOVING UPDATE,MB90-H14316,6.835,E,0,-71.15025611,42.28726556,2015-02-07 05:42:10.0000000,2015-02-07 00:42:10.0000000,02/07/15,1740,00:42:10.00,BOSTON,MA,2132,MANTHORNE RD,US,5347618
137943,5347594,63420116,NCID,318975,8,0,285,0,MB965-H12215 02/07/2015 12:42:38 AM EST 8 mph,5.7,MOVING UPDATE,MB965-H12215,8.699,W,0,-71.06143444,42.36345111,2015-02-07 05:42:36.0000000,2015-02-07 00:42:36.0000000,02/07/15,83,00:42:36.00,BOSTON,MA,2114,VALENTI WAY,US,5347619
137946,5347599,63420148,NCID,426387,8,0,195,0,SNOW359 02/07/2015 12:36:04 AM EST 22 mph,3.5,MOVING UPDATE,SNOW359,22.369,S,0,-71.08627417,42.300335,2015-02-07 05:36:04.0000000,2015-02-07 00:36:04.0000000,02/07/15,713,00:36:04.00,BOSTON,MA,2121,CHARLOTTE ST,US,5347624
137947,5347600,63420160,NCID,426303,8,0,156,0,SNOW317 02/07/2015 12:41:10 AM EST 22 mph,13.4,MOVING UPDATE,SNOW317,22.369,SE,0,-71.07236972,42.38168639,2015-02-07 05:41:10.0000000,2015-02-07 00:41:10.0000000,02/07/15,554,00:41:10.00,BOSTON,MA,2129,BALDWIN ST,US,5347625
137948,5347601,63420161,NCID,440145,8,0,288,0,MB1177-H02301 02/07/2015 12:42:43 AM EST 10 mph,11.7,MOVING UPDATE,MB1177-H02301,10.563,W,0,-71.06152972,42.36345944,2015-02-07 05:42:42.0000000,2015-02-07 00:42:42.0000000,02/07/15,87,00:42:42.00,BOSTON,MA,2114,VALENTI WAY,US,5347626
137950,5347603,63420163,NCID,426071,8,0,33,0,SNOW201 02/07/2015 12:41:23 AM EST 8 mph,9.2,MOVING UPDATE,SNOW201,8.699,NE,0,-71.06031056,42.32345028,2015-02-07 05:41:23.0000000,2015-02-07 00:41:23.0000000,02/07/15,182,00:41:23.00,BOSTON,MA,2125,HARVEST ST,US,5347628
137951,5347604,63420164,NCID,426315,2,0,382,0,SNOW323 02/07/2015 12:35:57 AM EST 0 mph,19,STOP,SNOW323,0,N,0,-71.11846083,42.27975722,2015-02-07 05:35:57.0000000,2015-02-07 00:35:57.0000000,02/07/15,289,00:35:57.00,BOSTON,MA,2131,HYDE PARK AVE,US,5347629
137952,5347605,63420165,NCID,426425,2,0,382,0,SNOW378 02/07/2015 12:39:40 AM EST 0 mph,18,STOP,SNOW378,0,N,0,-71.09177278,42.29641361,2015-02-07 05:39:40.0000000,2015-02-07 00:39:40.0000000,02/07/15,106,00:39:40.00,BOSTON,MA,2124,CIRCUIT DR,US,5347630
137953,5347606,63420166,NCID,426315,5,0,319,0,SNOW323 02/07/2015 12:36:42 AM EST 11 mph,19.8,MOVING CONFIRMATION,SNOW323,11.185,NW,0,-71.12135222,42.28118417,2015-02-07 05:36:42.0000000,2015-02-07 00:36:42.0000000,02/07/15,214,00:36:42.00,BOSTON,MA,2131,ADA ST,US,5347631
137954,5347607,63420167,NCID,426393,2,0,382,0,SNOW362 02/07/2015 12:35:26 AM EST 0 mph,14,STOP,SNOW362,0,N,0,-71.04526861,42.33561694,2015-02-07 05:35:32.0000000,2015-02-07 00:35:32.0000000,02/07/15,91,00:35:32.00,BOSTON,MA,2127,E BROADWAY,US,5347632
137955,5347608,63420168,NCID,426393,5,0,39,0,SNOW362 02/07/2015 12:36:16 AM EST 19 mph,14.2,MOVING CONFIRMATION,SNOW362,19.884,NE,0,-71.04336944,42.33725306,2015-02-07 05:36:22.0000000,2015-02-07 00:36:22.0000000,02/07/15,9,00:36:22.00,BOSTON,MA,2127,W 1ST ST,US,5347633
137956,5347609,63420169,NCID,426315,8,0,315,0,SNOW323 02/07/2015 12:37:47 AM EST 24 mph,19.8,MOVING UPDATE,SNOW323,24.233,NW,0,-71.12636778,42.28541111,2015-02-07 05:37:47.0000000,2015-02-07 00:37:47.0000000,02/07/15,48,00:37:47.00,BOSTON,MA,2131,LINDALL ST,US,5347634
137958,5347611,63420174,NCID,426071,8,0,31,0,SNOW201 02/07/2015 12:40:18 AM EST 26 mph,9.2,MOVING UPDATE,SNOW201,26.719,NE,0,-71.06372222,42.31809667,2015-02-07 05:40:18.0000000,2015-02-07 00:40:18.0000000,02/07/15,625,00:40:18.00,BOSTON,MA,2125,HAMLET ST,US,5347636
137959,5347612,63420175,NCID,426425,8,0,192,0,SNOW378 02/07/2015 12:38:15 AM EST 1 mph,18.5,MOVING UPDATE,SNOW378,1.864,S,0,-71.09240583,42.29592556,2015-02-07 05:38:15.0000000,2015-02-07 00:38:15.0000000,02/07/15,141,00:38:15.00,BOSTON,MA,2124,FRANKLIN HILL AVE,US,5347637
137960,5347613,63420176,NCID,446075,2,0,322,0,MB1813-H13203 02/07/2015 12:43:09 AM EST 0 mph,22.8,STOP,MB1813-H13203,0,NW,0,-71.07220639,42.3212425,2015-02-07 05:43:10.0000000,2015-02-07 00:43:10.0000000,02/07/15,561,00:43:10.00,BOSTON,MA,2125,W COTTAGE ST,US,5347638
137962,5347615,63420178,NCID,426315,8,0,267,0,SNOW323 02/07/2015 12:41:08 AM EST 11 mph,19.7,MOVING UPDATE,SNOW323,11.185,W,0,-71.14793833,42.28603333,2015-02-07 05:41:08.0000000,2015-02-07 00:41:08.0000000,02/07/15,403,00:41:08.00,BOSTON,MA,2132,W ROXBURY PKWY,US,5347640
137963,5347616,63420179,NCID,426393,8,0,87,0,SNOW362 02/07/2015 12:39:36 AM EST 22 mph,14.3,MOVING UPDATE,SNOW362,22.369,E,0,-71.03278028,42.34472,2015-02-07 05:39:43.0000000,2015-02-07 00:39:43.0000000,02/07/15,20,00:39:43.00,BOSTON,MA,2210,TIDE ST,US,5347641
